date,periodic portfolio,periodic benchmark,periodic +/-,cumulative portfolio,cumulative benchmark,cumulative +/-
2023-12-28,-1.52,-1.47,-0.06,3.2,3.39,-0.19
2023-12-29,-0.23,-0.24,0.01,2.97,3.14,-0.17
2024-01-01,0.0,0.0,0.0,2.97,3.14,-0.17
2024-01-02,1.07,1.14,-0.07,4.08,4.32,-0.25
2024-01-03,1.63,1.55,0.08,5.77,5.94,-0.17
2024-01-04,-1.75,-1.66,-0.09,3.92,4.18,-0.26
2024-01-05,0.08,0.05,0.03,4.0,4.23,-0.23
2024-01-08,-1.16,-1.13,-0.02,2.8,3.05,-0.25
2024-01-09,-1.6,-1.64,0.04,1.15,1.37,-0.21
2024-01-10,-0.98,-1.01,0.03,0.16,0.34,-0.18
2024-01-11,0.26,0.17,0.09,0.42,0.51,-0.09
2024-01-12,1.13,1.25,-0.13,1.55,1.76,-0.22
2024-01-15,0.0,0.0,0.0,1.55,1.76,-0.22
2024-01-16,-2.38,-2.37,-0.01,-0.87,-0.65,-0.23
2024-01-17,-0.83,-0.85,0.02,-1.7,-1.49,-0.21
2024-01-18,-0.16,-0.22,0.06,-1.86,-1.71,-0.15
2024-01-19,0.33,0.38,-0.05,-1.54,-1.34,-0.2
2024-01-22,0.37,0.31,0.07,-1.17,-1.04,-0.13
2024-01-23,0.21,0.31,-0.09,-0.96,-0.73,-0.23
2024-01-24,1.43,1.41,0.01,0.45,0.67,-0.22
2024-01-25,2.25,2.22,0.03,2.71,2.9,-0.19
2024-01-26,0.74,0.76,-0.02,3.47,3.69,-0.21
2024-01-29,-0.14,-0.18,0.04,3.33,3.5,-0.17
2024-01-30,1.03,1.06,-0.02,4.39,4.59,-0.19
2024-01-31,-1.87,-1.87,0.0,2.44,2.63,-0.19
2024-02-01,-0.01,-0.05,0.04,2.43,2.58,-0.15
2024-02-02,0.14,0.19,-0.04,2.58,2.77,-0.19
2024-02-05,-0.25,-0.22,-0.03,2.32,2.54,-0.22
2024-02-06,0.32,0.33,-0.01,2.65,2.88,-0.23
2024-02-07,0.2,0.18,0.02,2.86,3.07,-0.21
