date,periodic portfolio,periodic benchmark,periodic +/-,cumulative portfolio,cumulative benchmark,cumulative +/-
2023-12-13,1.11,1.14,-0.03,14.91,15.01,-0.11
2023-12-14,1.29,1.28,0.01,16.39,16.49,-0.1
2023-12-15,-0.13,-0.19,0.06,16.24,16.27,-0.03
2023-12-18,0.0,0.07,-0.08,16.23,16.35,-0.12
2023-12-19,0.77,0.73,0.05,17.13,17.2,-0.07
2023-12-20,-1.62,-1.63,0.01,15.24,15.29,-0.05
2023-12-21,1.03,1.06,-0.03,16.43,16.52,-0.09
2023-12-22,0.48,0.44,0.04,16.98,17.03,-0.04
2023-12-25,0.0,0.0,0.0,16.98,17.03,-0.04
2023-12-26,0.71,0.73,-0.02,17.81,17.88,-0.07
2023-12-27,0.15,0.18,-0.03,17.99,18.09,-0.1
2023-12-28,0.03,0.03,0.0,18.02,18.12,-0.1
2023-12-29,-0.12,-0.2,0.07,17.87,17.89,-0.02
2024-01-01,0.0,0.0,0.0,17.87,17.89,-0.02
2024-01-02,-1.01,-0.95,-0.06,16.68,16.77,-0.09
2024-01-03,-1.49,-1.51,0.02,14.95,15.01,-0.06
2024-01-04,0.13,0.1,0.03,15.09,15.12,-0.03
2024-01-05,0.12,0.21,-0.09,15.23,15.36,-0.13
2024-01-08,0.66,0.58,0.07,15.98,16.03,-0.05
2024-01-09,-0.31,-0.24,-0.07,15.62,15.75,-0.13
2024-01-10,0.51,0.48,0.03,16.21,16.3,-0.09
2024-01-11,-0.23,-0.2,-0.03,15.94,16.07,-0.13
2024-01-12,-0.01,-0.04,0.04,15.93,16.02,-0.09
2024-01-15,0.0,0.0,0.0,15.93,16.02,-0.09
2024-01-16,-1.01,-0.98,-0.03,14.76,14.88,-0.12
2024-01-17,-0.68,-0.67,-0.01,13.99,14.11,-0.13
2024-01-18,1.35,1.35,0.0,15.53,15.66,-0.13
2024-01-19,0.65,0.63,0.02,16.28,16.39,-0.1
2024-01-22,0.77,0.74,0.03,17.18,17.25,-0.07
2024-01-23,-0.08,-0.06,-0.02,17.09,17.18,-0.09
2024-01-24,-0.62,-0.64,0.02,16.36,16.43,-0.06
2024-01-25,0.96,0.97,-0.01,17.48,17.56,-0.08
2024-01-26,-0.16,-0.14,-0.02,17.29,17.39,-0.1
2024-01-29,0.65,0.64,0.02,18.06,18.14,-0.08
2024-01-30,0.04,0.05,-0.01,18.1,18.2,-0.09
2024-01-31,-1.16,-1.14,-0.02,16.74,16.85,-0.11
2024-02-01,1.7,1.71,-0.01,18.72,18.85,-0.13
2024-02-02,0.67,0.65,0.02,19.52,19.62,-0.1
2024-02-05,-0.55,-0.54,-0.01,18.87,18.98,-0.11
2024-02-06,0.9,0.89,0.01,19.93,20.04,-0.11
2024-02-07,0.66,0.64,0.02,20.73,20.81,-0.08
2024-02-08,0.02,0.06,-0.04,20.75,20.88,-0.14
2024-02-09,0.15,0.12,0.04,20.93,21.03,-0.09
2024-02-12,0.15,0.13,0.01,21.11,21.19,-0.08
2024-02-13,-1.02,-1.01,-0.02,19.87,19.96,-0.09
2024-02-14,1.67,1.68,-0.01,21.88,21.98,-0.1
2024-02-15,0.75,0.72,0.02,22.79,22.86,-0.07
2024-02-16,-0.6,-0.56,-0.03,22.05,22.17,-0.12
2024-02-19,0.0,0.0,0.0,22.05,22.17,-0.12
2024-02-20,-0.31,-0.35,0.04,21.67,21.74,-0.07
2024-02-21,0.4,0.42,-0.02,22.15,22.25,-0.1
2024-02-22,1.24,1.25,-0.01,23.66,23.78,-0.11
2024-02-23,0.53,0.51,0.02,24.32,24.41,-0.09
2024-02-26,-0.15,-0.11,-0.04,24.13,24.27,-0.14
2024-02-27,0.15,0.12,0.03,24.32,24.41,-0.1
2024-02-28,0.34,0.33,0.01,24.74,24.82,-0.08
2024-02-29,0.31,0.39,-0.08,25.12,25.3,-0.18
2024-03-01,0.43,0.36,0.07,25.66,25.75,-0.09
2024-03-04,0.36,0.38,-0.02,26.12,26.23,-0.12
2024-03-05,-0.82,-0.82,0.0,25.08,25.19,-0.11
2024-03-06,0.52,0.5,0.02,25.73,25.81,-0.08
2024-03-07,0.81,0.85,-0.05,26.75,26.89,-0.14
2024-03-08,-0.22,-0.25,0.03,26.47,26.57,-0.11
2024-03-11,-0.52,-0.53,0.01,25.82,25.91,-0.09
2024-03-12,0.44,0.45,-0.01,26.37,26.48,-0.11
2024-03-13,0.27,0.24,0.03,26.71,26.79,-0.07
2024-03-14,-0.42,-0.42,0.0,26.18,26.26,-0.08
2024-03-15,0.02,0.08,-0.07,26.2,26.36,-0.16
2024-03-18,0.18,0.17,0.01,26.42,26.57,-0.15
2024-03-19,0.86,0.82,0.04,27.51,27.61,-0.1
2024-03-20,1.2,1.21,-0.01,29.05,29.16,-0.12
2024-03-21,0.99,1.0,-0.01,30.32,30.45,-0.13
2024-03-22,-0.34,-0.33,-0.01,29.88,30.02,-0.14
2024-03-25,-0.65,-0.68,0.04,29.04,29.13,-0.09
2024-03-26,-0.36,-0.36,0.0,28.57,28.66,-0.09
2024-03-27,1.61,1.62,-0.01,30.63,30.74,-0.11
2024-03-28,0.02,0.07,-0.05,30.65,30.83,-0.17
2024-03-29,0.0,0.0,0.0,30.65,30.83,-0.17
2024-04-01,-0.77,-0.79,0.02,29.65,29.8,-0.15
2024-04-02,-0.46,-0.52,0.06,29.05,29.13,-0.08
2024-04-03,0.51,0.51,0.0,29.71,29.79,-0.08
2024-04-04,-0.88,-0.86,-0.02,28.57,28.68,-0.11
2024-04-05,1.39,1.43,-0.04,30.35,30.51,-0.16
2024-04-08,-0.18,-0.21,0.04,30.12,30.23,-0.11
2024-04-09,-0.23,-0.22,-0.01,29.82,29.94,-0.12
2024-04-10,-0.85,-0.84,-0.02,28.71,28.86,-0.14
2024-04-11,0.11,0.11,0.0,28.86,29.0,-0.14
2024-04-12,-1.07,-1.06,-0.01,27.48,27.64,-0.16
2024-04-15,-0.72,-0.73,0.01,26.57,26.71,-0.14
2024-04-16,-0.23,-0.2,-0.03,26.28,26.46,-0.18
2024-04-17,-0.52,-0.57,0.05,25.62,25.74,-0.12
2024-04-18,-0.35,-0.35,0.0,25.19,25.3,-0.12
2024-04-19,-0.18,-0.17,-0.01,24.96,25.09,-0.13
2024-04-22,0.76,0.75,0.01,25.9,26.02,-0.12
2024-04-23,1.39,1.4,-0.01,27.66,27.79,-0.14
2024-04-24,-0.8,-0.78,-0.01,26.64,26.79,-0.15
2024-04-25,0.3,0.29,0.02,27.02,27.15,-0.13
2024-04-26,0.16,0.17,-0.01,27.23,27.37,-0.14
2024-04-29,0.67,0.69,-0.02,28.08,28.25,-0.17
2024-04-30,-1.59,-1.64,0.05,26.05,26.15,-0.1
2024-05-01,-0.25,-0.21,-0.04,25.74,25.89,-0.15
2024-05-02,0.58,0.58,0.0,26.46,26.61,-0.15
2024-05-03,0.7,0.71,-0.02,27.34,27.51,-0.17
2024-05-06,1.01,1.01,0.0,28.63,28.79,-0.16
2024-05-07,0.27,0.25,0.03,28.98,29.11,-0.13
2024-05-08,0.0,0.03,-0.03,28.98,29.15,-0.16
2024-05-09,1.0,0.94,0.06,30.27,30.36,-0.09
2024-05-10,0.07,0.12,-0.04,30.36,30.51,-0.15
2024-05-13,-0.42,-0.45,0.03,29.81,29.93,-0.11
2024-05-14,-0.02,0.0,-0.03,29.78,29.93,-0.15
2024-05-15,0.66,0.63,0.03,30.63,30.75,-0.12
2024-05-16,-0.6,-0.6,0.0,29.85,29.97,-0.11
2024-05-17,0.11,0.12,-0.01,30.0,30.13,-0.13
2024-05-20,0.19,0.17,0.02,30.25,30.35,-0.1
2024-05-21,-0.33,-0.33,0.01,29.82,29.92,-0.09
2024-05-22,0.12,0.15,-0.03,29.98,30.12,-0.14
2024-05-23,-1.18,-1.19,0.01,28.44,28.56,-0.12
2024-05-24,0.51,0.56,-0.05,29.1,29.28,-0.18
2024-05-27,0.0,0.0,0.0,29.1,29.28,-0.18
2024-05-28,-1.22,-1.26,0.04,27.52,27.65,-0.13
2024-05-29,-1.42,-1.42,0.01,25.72,25.83,-0.12
2024-05-30,0.68,0.71,-0.02,26.58,26.72,-0.14
2024-05-31,1.21,1.19,0.02,28.11,28.23,-0.12
2024-06-03,-1.22,-1.21,-0.01,26.55,26.67,-0.13
2024-06-04,-0.25,-0.22,-0.02,26.23,26.39,-0.16
2024-06-05,1.01,1.0,0.01,27.51,27.66,-0.15
2024-06-06,-0.59,-0.6,0.0,26.75,26.9,-0.14
2024-06-07,0.11,0.12,-0.01,26.89,27.04,-0.16
2024-06-10,0.31,0.29,0.02,27.28,27.42,-0.13
2024-06-11,-0.57,-0.54,-0.03,26.56,26.73,-0.17
2024-06-12,0.95,0.93,0.02,27.76,27.9,-0.14
2024-06-13,-0.64,-0.64,0.0,26.94,27.08,-0.14
2024-06-14,-1.01,-1.01,0.01,25.66,25.8,-0.13
2024-06-17,1.11,1.08,0.03,27.05,27.15,-0.1
2024-06-18,0.54,0.55,-0.02,27.74,27.85,-0.12
2024-06-19,0.0,0.0,0.0,27.74,27.85,-0.12
2024-06-20,0.06,0.06,0.01,27.82,27.93,-0.1
2024-06-21,-0.21,-0.14,-0.08,27.55,27.75,-0.2
2024-06-24,0.42,0.38,0.05,28.09,28.23,-0.14
2024-06-25,-0.85,-0.84,-0.01,27.0,27.15,-0.15
2024-06-26,-0.27,-0.24,-0.03,26.66,26.85,-0.19
2024-06-27,0.11,0.05,0.06,26.79,26.9,-0.11
2024-06-28,0.04,0.1,-0.06,26.84,27.03,-0.19
2024-07-01,-1.07,-1.1,0.02,25.48,25.64,-0.16
2024-07-02,0.55,0.55,0.0,26.17,26.33,-0.16
2024-07-03,0.36,0.4,-0.04,26.63,26.84,-0.21
2024-07-04,0.0,0.0,0.0,26.63,26.84,-0.21
2024-07-05,-0.36,-0.39,0.03,26.17,26.34,-0.17
2024-07-08,0.12,0.13,0.0,26.32,26.5,-0.18
2024-07-09,-0.44,-0.45,0.02,25.77,25.93,-0.16
2024-07-10,0.89,0.9,-0.01,26.9,27.06,-0.17
2024-07-11,1.27,1.27,0.0,28.51,28.68,-0.17
2024-07-12,0.58,0.53,0.04,29.25,29.36,-0.12
2024-07-15,0.72,0.7,0.02,30.17,30.27,-0.1
2024-07-16,2.49,2.54,-0.04,33.42,33.57,-0.15
2024-07-17,-1.28,-1.3,0.02,31.71,31.84,-0.13
